month,position,artist,album,indicativerevenue,us,uk,de,fr,ca,au
"Mar 2019","10","Ed Sheeran","(Divide)","3078.619","29","11","37","64","12","9"
"Mar 2019","11","Billie Eilish","Don't Smile At Me","2917.046","20","12","100","125","11","8"
"Mar 2019","12","Offset","Father Of 4","2681.510","4","19","54","35","3","18"
"Mar 2019","13","Cardi B","Invasion Of Privacy","2603.167","13","50","-","134","22","26"
"Mar 2019","14","Juice WRLD","Goodbye & Good Riddance","2596.759","15","51","-","-","13","-"
"Mar 2019","15","XXXTentacion","Question Mark","2546.229","21","46","-","55","16","21"
"Mar 2019","16","Meek Mill","Championships","2501.378","9","-","-","191","10","-"
"Mar 2019","17","Gunna","Drip Or Drown 2","2470.898","3","24","-","79","5","-"
"Mar 2019","18","21 Savage","I Am > I Was","2436.750","7","-","-","157","9","-"
"Mar 2019","19","Queen","Greatest Hits","2374.879","21","61","54","-","15","3"
"Mar 2019","20","Original Soundtrack","Spider-Man: Into The Spider-Verse","2371.481","11","-","-","-","8","-"
"Mar 2019","21","Hozier","Wasteland, Baby!","2335.141","1","6","15","90","9","8"
"Mar 2019","22","Luke Combs","This One's For You","2332.012","12","-","-","-","18","7"
"Mar 2019","23","Post Malone","Stoney","2324.875","25","33","-","-","21","25"
"Mar 2019","24","Imagine Dragons","Origins","2322.973","49","-","26","22","40","28"
"Mar 2019","25","Ariana Grande","Sweetener","2277.821","18","26","-","116","15","14"
"Mar 2019","26","Florida Georgia Line","Can't Say I Ain't Country","2175.532","4","-","-","-","4","7"
"Mar 2019","27","Eminem","Kamikaze","2120.997","43","37","96","130","27","9"
"Mar 2019","28","YNW Melly","I Am You","1996.147","20","-","-","-","18","-"
"Mar 2019","29","Dream Theater","Distance Over Time","1969.731","24","12","1","16","12","10"
"Mar 2019","30","Juice WRLD","Death Race For Love","1964.660","1","12","32","52","1","8"
"Mar 2019","31","Kodak Black","Dying To Live","1932.110","17","-","-","-","21","-"
"Mar 2019","32","Future","Future Hndrxx Presents: The Wizrd","1927.223","11","-","-","164","25","-"
"Mar 2019","33","Lil Baby & Gunna","Drip Harder","1879.000","19","-","-","-","24","-"
"Mar 2019","34","Panic! At the Disco","Pray For The Wicked","1827.228","41","54","-","101","41","-"
"Mar 2019","35","Elton John","Diamonds","1770.980","50","32","-","-","52","35"
"Mar 2019","36","Bad Bunny","X 100PRE","1763.127","24","-","-","-","70","-"
"Mar 2019","37","Herbert Gronemeyer","Tumult","1712.198","-","-","3","-","-","-"
"Mar 2019","38","Twenty One Pilots","Trench","1706.769","71","46","46","113","82","-"
"Mar 2019","39","Eminem","Curtain Call - The Hits","1676.737","70","28","-","-","27","11"
"Mar 2019","40","Khalid","American Teen","1652.064","36","-","-","-","30","29"
"Mar 2019","41","Lauren Daigle","Look Up Child","1643.833","30","-","-","-","66","-"
"Mar 2019","42","Blueface","Famous Cryp","1635.188","29","-","-","-","25","-"
"Mar 2019","43","Khalid","Suncity","1614.491","38","-","-","-","19","-"
"Mar 2019","44","Ella Mai","Ella Mai","1614.482","27","-","-","-","97","-"
"Mar 2019","45","Dua Lipa","Dua Lipa","1609.668","93","13","-","116","61","13"
"Mar 2019","46","Dido","Still On My Mind","1600.972","45","3","6","11","12","14"
"Mar 2019","47","YNW Melly","We All Shine","1587.871","33","-","-","-","56","-"
"Mar 2019","48","Lil Skies","Shelby","1582.544","5","30","-","-","7","20"
"Mar 2019","49","Kacey Musgraves","Golden Hour","1561.112","9","-","-","-","14","-"
"Mar 2019","50","Lil Pump","Harverd Dropout","1550.596","7","48","67","46","7","33"
"Apr 2019","1","Billie Eilish","When We All Fall Asleep, Where Do We Go?","5508.770","1","1","3","7","1","1"
"Apr 2019","2","Ariana Grande","Thank U, Next","5174.409","2","8","37","20","1","1"
"Apr 2019","3","Lady Gaga & Bradley Cooper","A Star Is Born","4829.564","3","9","15","4","3","4"
"Apr 2019","4","Queen","Bohemian Rhapsody (Soundtrack)","4573.472","5","5","23","11","5","2"
"Apr 2019","5","Juice WRLD","Death Race For Love","3969.906","1","25","-","109","2","10"
"Apr 2019","6","Post Malone","Beerbongs & Bentleys","3667.120","6","19","63","113","6","12"
"Apr 2019","7","Original Soundtrack","The Greatest Showman","3459.727","17","2","50","141","39","9"
"Apr 2019","8","Drake","Scorpion","3404.604","7","18","-","86","8","16"
"Apr 2019","9","A Boogie Wit Da Hoodie","Hoodie SZN","3261.016","4","63","-","121","4","28"
"Apr 2019","10","Billie Eilish","Don't Smile At Me","3117.268","15","13","86","122","13","11"
"Apr 2019","11","Ed Sheeran","(Divide)","2800.107","34","14","43","-","14","11"
"Apr 2019","12","Travi$ Scott","Astroworld","2752.417","8","79","-","128","10","24"
"Apr 2019","13","XXXTentacion","Question Mark","2707.361","5","41","-","63","11","21"
"Apr 2019","14","NAV","Bad Habits","2630.497","1","26","-","112","1","-"
"Apr 2019","15","Luke Combs","This One's For You","2498.556","11","-","-","-","14","7"
"Apr 2019","16","Original Soundtrack","Spider-Man: Into The Spider-Verse","2430.346","11","-","-","-","8","-"
"Apr 2019","17","Khalid","Free Spirit","2415.624","1","2","32","42","1","2"
"Apr 2019","18","Juice WRLD","Goodbye & Good Riddance","2296.236","16","69","-","-","16","-"
"Apr 2019","19","Nipsey Hussle","Victory Lap","2280.898","2","56","-","165","14","-"
"Apr 2019","20","Meek Mill","Championships","2250.187","9","-","-","-","17","-"
"Apr 2019","21","Post Malone","Stoney","2229.580","26","46","-","-","24","25"
"Apr 2019","22","Imagine Dragons","Origins","2208.675","49","-","31","17","28","40"
"Apr 2019","23","Cardi B","Invasion Of Privacy","2131.267","15","96","-","169","28","26"
"Apr 2019","24","Ariana Grande","Sweetener","2012.220","39","43","-","121","34","28"
"Apr 2019","25","21 Savage","I Am > I Was","1996.817","13","-","-","-","26","-"
"Apr 2019","26","Rich The Kid","The World Is Yours 2","1995.733","4","42","-","70","5","33"
"Apr 2019","27","BTS","Map Of The Soul - Persona","1983.935","1","1","3","5","1","1"
"Apr 2019","28","Gunna","Drip Or Drown 2","1976.742","10","-","-","-","29","-"
"Apr 2019","29","Offset","Father Of 4","1889.964","14","-","-","130","13","-"
"Apr 2019","30","DaBaby","Baby On Baby","1848.257","15","-","-","-","68","-"
"Apr 2019","31","Dean Lewis","A Place We Knew","1843.525","31","37","32","60","15","1"
"Apr 2019","32","Khalid","American Teen","1828.109","31","93","-","-","27","22"
"Apr 2019","33","Queen","Greatest Hits I II & III: The Platinum Collection","1811.959","29","-","13","-","-","6"
"Apr 2019","34","Panic! At the Disco","Pray For The Wicked","1807.826","44","36","-","108","48","-"
"Apr 2019","35","Elton John","Diamonds","1759.266","52","34","-","-","46","35"
"Apr 2019","36","Lil Baby & Gunna","Drip Harder","1749.658","24","-","-","-","36","-"
"Apr 2019","37","YNW Melly","I Am You","1724.788","22","-","-","-","21","-"
"Apr 2019","38","Eminem","Kamikaze","1706.276","58","50","-","132","32","15"
"Apr 2019","39","Dan & Shay","Dan + Shay","1663.072","23","-","-","-","32","-"
"Apr 2019","40","Kodak Black","Dying To Live","1647.576","24","-","-","-","34","-"
"Apr 2019","41","Bad Bunny","X 100PRE","1637.621","25","-","-","-","96","-"
"Apr 2019","42","Maren Morris","Girl","1631.420","18","-","-","-","37","-"
"Apr 2019","43","Motley Crue","The Dirt (Soundtrack)","1621.183","10","-","-","-","7","-"
"Apr 2019","44","Eminem","Curtain Call - The Hits","1620.882","60","38","-","-","27","18"
"Apr 2019","45","Queen","Greatest Hits","1595.143","21","-","90","41","37","3"
"Apr 2019","46","Original Cast","Hamilton: An American Musical","1580.719","32","90","-","-","-","-"
"Apr 2019","47","Roland Kaiser","Alles oder Dich","1557.810","-","-","3","-","-","-"
"Apr 2019","48","Imagine Dragons","Evolve","1501.643","53","-","-","84","47","45"
"Apr 2019","49","Hozier","Wasteland, Baby!","1492.875","19","66","-","-","25","37"
"Apr 2019","50","Lauren Daigle","Look Up Child","1472.536","37","-","-","-","66","-"
"May 2019","1","Billie Eilish","When We All Fall Asleep, Where Do We Go?","7049.746","1","1","5","22","1","1"
"May 2019","2","BTS","Map Of The Soul - Persona","5580.479","1","7","4","9","1","1"
"May 2019","3","Pink","Hurts 2b Human","5340.225","1","1","2","7","1","1"
"May 2019","4","Ariana Grande","Thank U, Next","4628.180","5","9","37","33","4","8"
"May 2019","5","Khalid","Free Spirit","4482.990","2","13","60","94","2","2"
"May 2019","6","Lady Gaga & Bradley Cooper","A Star Is Born","4038.054","15","14","19","6","5","10"
"May 2019","7","Queen","Bohemian Rhapsody (Soundtrack)","3661.084","13","4","30","30","15","6"
"May 2019","8","Post Malone","Beerbongs & Bentleys","3391.874","9","24","63","135","8","5"
"May 2019","9","Original Soundtrack","The Greatest Showman","3371.288","22","2","50","110","43","11"
"May 2019","10","Drake","Scorpion","3292.618","11","26","-","103","11","20"
"May 2019","11","Juice WRLD","Death Race For Love","3058.620","8","61","-","185","9","36"
"May 2019","12","Billie Eilish","Don't Smile At Me","3025.186","17","15","86","149","14","10"
"May 2019","13","Ed Sheeran","(Divide)","2909.668","32","8","43","-","14","13"
"May 2019","14","Beyonce","Homecoming: The Live Album","2823.415","4","-","41","34","7","18"
"May 2019","15","A Boogie Wit Da Hoodie","Hoodie SZN","2808.563","10","83","-","128","6","-"
"May 2019","16","Luke Combs","This One's For You","2619.368","7","-","-","-","12","18"
"May 2019","17","Vampire Weekend","Father Of The Bride","2433.443","1","2","21","38","6","8"
"May 2019","18","Schoolboy Q","Crash Talk","2423.842","3","27","47","50","5","11"
"May 2019","19","Nipsey Hussle","Victory Lap","2401.128","5","-","-","-","21","-"
"May 2019","20","Beyonce","Lemonade","2377.458","9","11","-","-","24","17"
"May 2019","21","Travi$ Scott","Astroworld","2364.158","19","95","-","150","16","42"
"May 2019","22","DaBaby","Baby On Baby","2336.582","8","-","-","-","40","-"
"May 2019","23","Lizzo","Cuz I Love You","2257.028","6","42","-","142","17","38"
"May 2019","24","XXXTentacion","Question Mark","2225.582","30","47","-","79","24","31"
"May 2019","25","Post Malone","Stoney","2220.920","27","57","-","-","26","17"
"May 2019","26","Juice WRLD","Goodbye & Good Riddance","2205.957","23","80","-","-","20","-"
"May 2019","27","Original Soundtrack","Spider-Man: Into The Spider-Verse","2151.404","12","-","-","-","9","-"
"May 2019","28","Elton John","Diamonds","2114.089","36","6","56","43","37","22"
"May 2019","29","The Rolling Stones","Honk","2064.621","23","8","6","26","38","15"
"May 2019","30","Meek Mill","Championships","1993.729","19","-","-","-","23","-"
"May 2019","31","Queen","Greatest Hits I II & III: The Platinum Collection","1984.870","6","-","17","-","6","8"
"May 2019","32","Cardi B","Invasion Of Privacy","1896.845","25","-","-","190","42","45"
"May 2019","33","Andrea Berg","Mosaik","1869.355","-","-","2","-","-","-"
"May 2019","34","Ariana Grande","Sweetener","1866.668","45","65","-","103","37","28"
"May 2019","35","Imagine Dragons","Origins","1849.601","57","-","34","29","28","-"
"May 2019","36","Capital Bra","CB6","1833.047","-","-","1","-","-","-"
"May 2019","37","Eminem","Curtain Call - The Hits","1805.970","60","33","-","-","27","23"
"May 2019","38","Amon Amarth","Berserker","1793.746","47","25","1","50","19","19"
"May 2019","39","21 Savage","I Am > I Was","1772.015","24","-","-","-","38","-"
"May 2019","40","Panic! At the Disco","Pray For The Wicked","1731.383","35","86","-","171","41","-"
"May 2019","41","Khalid","American Teen","1695.682","31","-","-","-","31","27"
"May 2019","42","Offset","Father Of 4","1689.929","31","-","-","137","28","-"
"May 2019","43","Dan & Shay","Dan + Shay","1672.065","31","-","-","-","35","-"
"May 2019","44","NAV","Bad Habits","1666.817","21","-","-","-","8","-"
"May 2019","45","Lil Baby & Gunna","Drip Harder","1642.653","28","-","-","-","44","-"
"May 2019","46","Gunna","Drip Or Drown 2","1632.080","26","-","-","-","60","-"
"May 2019","47","Lauren Daigle","Look Up Child","1596.574","33","-","-","138","67","-"
"May 2019","48","Bob Marley","Legend, The Best Of Bob Marley","1551.029","58","32","-","-","71","-"
"May 2019","49","Bad Bunny","X 100PRE","1545.192","29","-","-","-","-","-"
"May 2019","50","Original Cast","Hamilton: An American Musical","1480.421","33","-","-","-","-","-"
"Jun 2019","1","Billie Eilish","When We All Fall Asleep, Where Do We Go?","6249.344","1","2","9","26","1","1"
"Jun 2019","2","DJ Khaled","Father Of Asahd","4158.652","2","12","53","70","1","7"
"Jun 2019","3","Tyler, The Creator","IGOR","3886.353","1","13","83","115","2","3"
"Jun 2019","4","Elton John","Diamonds","3857.944","7","6","31","17","5","3"
"Jun 2019","5","Ariana Grande","Thank U, Next","3831.158","6","16","77","52","7","13"
"Jun 2019","6","Khalid","Free Spirit","3762.766","4","32","-","165","3","6"
"Jun 2019","7","Queen","Bohemian Rhapsody (Soundtrack)","3496.906","18","7","57","25","16","8"
"Jun 2019","8","Lady Gaga & Bradley Cooper","A Star Is Born","3468.397","16","20","30","7","6","11"
"Jun 2019","9","BTS","Map Of The Soul - Persona","3237.683","21","25","13","30","26","18"
"Jun 2019","10","Pink","Hurts 2b Human","3119.709","32","8","14","51","8","1"
"Jun 2019","11","Rammstein","RAMMSTEIN","3109.823","9","23","1","5","5","5"
"Jun 2019","12","Drake","Scorpion","3030.223","11","30","-","116","7","26"
"Jun 2019","13","Post Malone","Beerbongs & Bentleys","2966.126","11","31","-","157","10","7"
"Jun 2019","14","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","2924.779","49","1","32","90","10","10"
"Jun 2019","15","Original Soundtrack","The Greatest Showman","2908.822","30","3","69","140","47","16"
"Jun 2019","16","Ed Sheeran","(Divide)","2827.868","35","11","31","-","18","15"
"Jun 2019","17","DaBaby","Baby On Baby","2630.761","7","-","-","-","27","-"
"Jun 2019","18","Billie Eilish","Don't Smile At Me","2615.068","21","17","-","184","20","14"
"Jun 2019","19","Lizzo","Cuz I Love You","2570.810","9","62","-","111","15","-"
"Jun 2019","20","Luke Combs","This One's For You","2449.278","12","-","-","-","15","19"
"Jun 2019","21","A Boogie Wit Da Hoodie","Hoodie SZN","2210.860","16","-","-","156","11","-"
"Jun 2019","22","Juice WRLD","Death Race For Love","2203.887","15","99","-","-","19","49"
"Jun 2019","23","Travi$ Scott","Astroworld","2167.480","17","-","-","175","22","42"
"Jun 2019","24","Avicii","Tim","2118.833","11","7","5","11","3","6"
"Jun 2019","25","Jonas Brothers","Happiness Begins","2105.469","1","2","17","29","1","3"
"Jun 2019","26","XXXTentacion","Question Mark","2060.644","32","50","-","74","30","31"
"Jun 2019","27","Logic","Confessions Of A Dangerous Mind","1971.955","8","-","-","-","9","12"
"Jun 2019","28","Post Malone","Stoney","1947.698","34","75","-","-","32","20"
"Jun 2019","29","Original Soundtrack","Spider-Man: Into The Spider-Verse","1931.520","18","-","-","-","17","-"
"Jun 2019","30","Juice WRLD","Goodbye & Good Riddance","1877.616","24","90","-","-","25","-"
"Jun 2019","31","Original Soundtrack","Aladdin (2019)","1851.698","6","-","-","-","12","-"
"Jun 2019","32","Meek Mill","Championships","1819.534","22","-","-","-","35","-"
"Jun 2019","33","YG","4REAL 4REAL","1779.976","7","-","89","163","8","25"
"Jun 2019","34","Cardi B","Invasion Of Privacy","1737.650","28","-","-","-","44","38"
"Jun 2019","35","Dan & Shay","Dan + Shay","1733.009","25","-","-","-","36","-"
"Jun 2019","36","The National","I Am Easy To Find","1678.075","5","37","25","148","4","6"
"Jun 2019","37","Eminem","Curtain Call - The Hits","1675.924","63","37","-","-","30","33"
"Jun 2019","38","Queen","Greatest Hits","1671.684","50","31","53","-","41","28"
"Jun 2019","39","Bob Marley","Legend, The Best Of Bob Marley","1664.114","49","43","-","-","65","-"
"Jun 2019","40","Sting","My Songs","1653.595","145","27","4","2","89","-"
"Jun 2019","41","Thomas Rhett","Center Point Road","1646.337","1","-","-","-","2","24"
"Jun 2019","42","Khalid","American Teen","1628.709","37","-","-","-","37","36"
"Jun 2019","43","Moneybagg Yo","43VA HEARTLESS","1627.890","4","-","-","-","-","-"
"Jun 2019","44","Megan Thee Stallion","Fever","1583.079","10","-","-","-","-","-"
"Jun 2019","45","Panic! At the Disco","Pray For The Wicked","1576.004","33","-","-","-","43","-"
"Jun 2019","46","Nipsey Hussle","Victory Lap","1574.416","23","-","-","-","-","-"
"Jun 2019","47","Imagine Dragons","Origins","1494.468","97","-","50","34","48","-"
"Jun 2019","48","Miley Cyrus","She Is Coming","1486.100","5","18","74","85","4","10"
"Jun 2019","49","Beyonce","Homecoming: The Live Album","1483.553","31","-","-","162","86","-"
"Jun 2019","50","Lil Baby & Gunna","Drip Harder","1446.163","41","-","-","-","50","-"
"Jul 2019","1","Billie Eilish","When We All Fall Asleep, Where Do We Go?","6027.715","2","3","14","21","1","1"
"Jul 2019","2","Lil Nas X","7 (EP)","3872.921","2","23","-","19","1","5"
"Jul 2019","3","Bruce Springsteen","Western Stars","3750.280","2","3","5","17","4","1"
"Jul 2019","4","Lady Gaga & Bradley Cooper","A Star Is Born","3715.289","16","5","42","7","6","9"
"Jul 2019","5","Ariana Grande","Thank U, Next","3661.581","9","24","82","69","8","14"
"Jul 2019","6","Khalid","Free Spirit","3590.841","5","45","-","193","5","7"
"Jul 2019","7","Queen","Bohemian Rhapsody (Soundtrack)","3579.665","17","7","76","32","13","9"
"Jul 2019","8","Elton John","Diamonds","3520.821","12","10","55","50","9","3"
"Jul 2019","9","Jonas Brothers","Happiness Begins","3427.766","4","47","85","90","3","11"
"Jul 2019","10","Lizzo","Cuz I Love You","3325.519","6","43","-","111","8","-"
"Jul 2019","11","Chris Brown","Indigo","3304.524","1","7","31","29","2","3"
"Jul 2019","12","Post Malone","Beerbongs & Bentleys","3187.278","8","29","-","143","7","12"
"Jul 2019","13","Ed Sheeran","(Divide)","3153.887","30","7","31","-","15","8"
"Jul 2019","14","Drake","Scorpion","3145.837","11","32","-","119","7","26"
"Jul 2019","15","Billie Eilish","Don't Smile At Me","2787.552","20","20","-","170","22","19"
"Jul 2019","16","Original Soundtrack","The Greatest Showman","2785.100","30","6","99","139","64","18"
"Jul 2019","17","Pink","Hurts 2b Human","2736.483","45","9","13","59","25","4"
"Jul 2019","18","The Black Keys","'Let's Rock'","2719.908","4","3","7","8","4","4"
"Jul 2019","19","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","2649.665","56","1","80","111","23","19"
"Jul 2019","20","Luke Combs","This One's For You","2560.472","11","-","-","-","14","20"
"Jul 2019","21","DaBaby","Baby On Baby","2543.717","8","-","-","-","30","-"
"Jul 2019","22","DJ Khaled","Father Of Asahd","2492.131","14","59","-","154","19","33"
"Jul 2019","23","BTS","Map Of The Soul - Persona","2481.983","46","61","20","49","56","40"
"Jul 2019","24","Polo G","Die A Legend","2351.013","7","-","-","-","13","-"
"Jul 2019","25","Travi$ Scott","Astroworld","2327.315","20","76","-","160","20","-"
"Jul 2019","26","Madonna","Madame X","2303.202","1","14","16","38","2","2"
"Jul 2019","27","Original Soundtrack","Spider-Man: Into The Spider-Verse","2219.864","12","-","-","-","19","-"
"Jul 2019","28","The Raconteurs","Help Us Stranger","2203.004","1","8","14","43","2","-"
"Jul 2019","29","Ed Sheeran","No.6 Collaborations Project","2158.845","1","1","2","2","1","1"
"Jul 2019","30","XXXTentacion","Question Mark","2086.115","32","50","-","78","33","33"
"Jul 2019","31","A Boogie Wit Da Hoodie","Hoodie SZN","2068.822","20","-","-","170","14","-"
"Jul 2019","32","Post Malone","Stoney","2034.336","26","80","-","-","30","34"
"Jul 2019","33","The Beatles","1","1926.334","41","21","-","-","26","36"
"Jul 2019","34","Avicii","Tim","1903.016","44","42","23","49","9","22"
"Jul 2019","35","Juice WRLD","Death Race For Love","1879.668","24","-","-","-","37","-"
"Jul 2019","36","Tyler, The Creator","IGOR","1879.195","17","85","-","-","26","27"
"Jul 2019","37","Dan & Shay","Dan + Shay","1825.988","22","-","-","-","47","-"
"Jul 2019","38","Luke Combs","The Prequel (EP)","1817.218","19","-","-","-","23","-"
"Jul 2019","39","Cardi B","Invasion Of Privacy","1781.922","32","-","-","-","59","40"
"Jul 2019","40","Meek Mill","Championships","1772.196","26","-","-","-","52","-"
"Jul 2019","41","Bob Marley","Legend, The Best Of Bob Marley","1760.050","49","33","-","-","59","-"
"Jul 2019","42","Juice WRLD","Goodbye & Good Riddance","1723.546","31","-","-","-","40","-"
"Jul 2019","43","Eminem","Curtain Call - The Hits","1715.009","61","32","-","-","30","44"
"Jul 2019","44","Thomas Rhett","Center Point Road","1653.123","25","-","-","-","20","-"
"Jul 2019","45","Khalid","American Teen","1644.676","36","-","-","-","39","48"
"Jul 2019","46","Original Soundtrack","Aladdin (2019)","1625.261","21","-","-","-","42","-"
"Jul 2019","47","Mustard","Perfect Ten","1610.688","8","-","-","-","8","-"
"Jul 2019","48","Rammstein","RAMMSTEIN","1578.598","-","78","1","25","-","-"
"Jul 2019","49","Morgan Wallen","If I Know Me","1562.670","35","-","-","-","65","-"
"Jul 2019","50","Various Artists","Dreamville & J. Cole: Revenge Of The Dreamers III","1547.907","1","-","-","-","1","-"
"Aug 2019","1","Ed Sheeran","No.6 Collaborations Project","6864.037","1","1","2","3","1","1"
"Aug 2019","2","Billie Eilish","When We All Fall Asleep, Where Do We Go?","5726.330","2","4","12","24","2","2"
"Aug 2019","3","Chris Brown","Indigo","3703.808","5","40","-","100","5","13"
"Aug 2019","4","Lil Nas X","7 (EP)","3376.835","4","92","99","32","3","12"
"Aug 2019","5","Lady Gaga & Bradley Cooper","A Star Is Born","3294.573","26","10","49","9","8","5"
"Aug 2019","6","Ariana Grande","Thank U, Next","3293.401","11","16","90","68","14","16"
"Aug 2019","7","Lizzo","Cuz I Love You","3288.525","6","48","-","125","9","-"
"Aug 2019","8","NF","The Search","3263.885","1","7","26","158","4","3"
"Aug 2019","9","Queen","Bohemian Rhapsody (Soundtrack)","3194.746","17","8","74","33","11","11"
"Aug 2019","10","Khalid","Free Spirit","3186.368","7","58","-","-","5","8"
"Aug 2019","11","Post Malone","Beerbongs & Bentleys","3120.624","8","17","-","142","8","9"
"Aug 2019","12","Billie Eilish","Don't Smile At Me","3089.794","20","20","65","134","24","21"
"Aug 2019","13","Ed Sheeran","(Divide)","3061.112","32","6","35","-","15","6"
"Aug 2019","14","Drake","Scorpion","2900.428","15","31","-","118","10","23"
"Aug 2019","15","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","2822.804","36","2","95","78","11","25"
"Aug 2019","16","Shawn Mendes","Shawn Mendes","2809.815","10","53","-","49","4","29"
"Aug 2019","17","Elton John","Diamonds","2809.764","23","13","-","105","17","4"
"Aug 2019","18","Various Artists","Dreamville & J. Cole: Revenge Of The Dreamers III","2640.802","3","-","-","-","4","-"
"Aug 2019","19","Original Soundtrack","The Greatest Showman","2632.605","37","5","94","136","67","12"
"Aug 2019","20","Slipknot","We Are Not Your Kind","2542.163","1","1","2","2","1","1"
"Aug 2019","21","Drake","Care Package","2380.345","1","4","54","54","1","7"
"Aug 2019","22","Luke Combs","This One's For You","2376.549","12","-","-","-","19","18"
"Aug 2019","23","Jonas Brothers","Happiness Begins","2359.884","9","-","-","107","12","50"
"Aug 2019","24","Travi$ Scott","Astroworld","2325.913","22","76","-","38","22","48"
"Aug 2019","25","Chance The Rapper","The Big Day","2252.234","2","17","-","160","3","7"
"Aug 2019","26","DaBaby","Baby On Baby","2193.388","10","-","-","-","32","-"
"Aug 2019","27","Post Malone","Stoney","2090.022","28","51","-","-","31","33"
"Aug 2019","28","Original Soundtrack","Spider-Man: Into The Spider-Verse","1975.442","13","-","-","-","20","-"
"Aug 2019","29","Mustard","Perfect Ten","1938.543","14","-","-","-","14","-"
"Aug 2019","30","Pink","Hurts 2b Human","1873.955","107","22","18","83","41","5"
"Aug 2019","31","Beyonce & Various Artists","The Lion King: The Gift (Soundtrack)","1867.166","2","-","-","-","4","-"
"Aug 2019","32","XXXTentacion","Question Mark","1855.103","49","57","-","80","37","42"
"Aug 2019","33","Polo G","Die A Legend","1833.904","20","-","-","-","26","-"
"Aug 2019","34","BTS","Map Of The Soul - Persona","1784.174","67","74","28","75","-","46"
"Aug 2019","35","Eminem","Curtain Call - The Hits","1755.751","61","27","-","-","30","34"
"Aug 2019","36","A Boogie Wit Da Hoodie","Hoodie SZN","1742.873","25","-","-","-","21","-"
"Aug 2019","37","Dan & Shay","Dan + Shay","1727.118","27","-","-","-","44","-"
"Aug 2019","38","Bob Marley","Legend, The Best Of Bob Marley","1712.688","53","22","-","-","45","-"
"Aug 2019","39","The Beatles","1","1665.398","50","23","-","-","31","-"
"Aug 2019","40","Cardi B","Invasion Of Privacy","1643.831","32","-","-","-","60","39"
"Aug 2019","41","Meek Mill","Championships","1632.760","30","-","-","-","65","-"
"Aug 2019","42","Khalid","American Teen","1614.666","34","-","-","-","37","47"
"Aug 2019","43","Juice WRLD","Death Race For Love","1608.335","31","-","-","-","48","-"
"Aug 2019","44","Juice WRLD","Goodbye & Good Riddance","1595.702","36","-","-","-","40","-"
"Aug 2019","45","Volbeat","Rewind, Replay, Rebound","1588.747","27","7","1","62","8","-"
"Aug 2019","46","DJ Khaled","Father Of Asahd","1549.932","27","-","-","200","41","-"
"Aug 2019","47","Queen","Greatest Hits","1540.431","17","-","80","-","33","19"
"Aug 2019","48","Bruce Springsteen","Western Stars","1510.021","-","24","15","44","-","17"
"Aug 2019","49","Original Cast","Hamilton: An American Musical","1441.176","33","-","-","-","-","-"
"Aug 2019","50","Morgan Wallen","If I Know Me","1434.764","40","-","-","-","48","-"
"Sep 2019","1","Taylor Swift","Lover","5231.695","1","1","2","24","1","1"
"Sep 2019","2","Ed Sheeran","No.6 Collaborations Project","5036.772","5","2","7","20","2","1"
"Sep 2019","3","Billie Eilish","When We All Fall Asleep, Where Do We Go?","4832.706","4","4","18","28","3","4"
"Sep 2019","4","Young Thug","So Much Fun","3905.986","1","29","-","75","1","36"
"Sep 2019","5","Lizzo","Cuz I Love You","3414.315","4","31","-","125","7","48"
"Sep 2019","6","Tool","Fear Inoculum","3210.777","1","4","2","9","1","1"
"Sep 2019","7","Travi$ Scott","Astroworld","3166.985","10","24","62","38","10","12"
"Sep 2019","8","Chris Brown","Indigo","3101.816","7","61","-","131","14","25"
"Sep 2019","9","Post Malone","Hollywood's Bleeding","2969.720","1","1","7","11","1","1"
"Sep 2019","10","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","2948.136","28","3","32","94","11","27"
"Sep 2019","11","Slipknot","We Are Not Your Kind","2942.037","12","10","10","46","6","3"
"Sep 2019","12","Post Malone","Beerbongs & Bentleys","2933.085","14","17","-","149","10","12"
"Sep 2019","13","Shawn Mendes","Shawn Mendes","2912.029","10","63","-","57","4","28"
"Sep 2019","14","Khalid","Free Spirit","2829.914","9","53","-","-","6","15"
"Sep 2019","15","Lana Del Rey","Norman Fucking Rockwell!","2816.619","3","-","5","4","3","4"
"Sep 2019","16","Ariana Grande","Thank U, Next","2761.760","24","16","90","69","23","19"
"Sep 2019","17","Billie Eilish","Don't Smile At Me","2730.635","28","20","67","144","25","23"
"Sep 2019","18","Lil Nas X","7 (EP)","2671.720","10","-","-","41","7","32"
"Sep 2019","19","Various Artists","Quality Control: Control The Streets, Volume 2","2664.317","3","-","-","-","5","-"
"Sep 2019","20","Lady Gaga & Bradley Cooper","A Star Is Born","2620.241","48","24","66","19","19","6"
"Sep 2019","21","Ed Sheeran","(Divide)","2587.790","46","6","56","-","18","9"
"Sep 2019","22","Drake","Scorpion","2572.188","22","34","-","135","15","24"
"Sep 2019","23","Elton John","Diamonds","2558.640","23","15","-","151","17","8"
"Sep 2019","24","NF","The Search","2507.520","15","53","73","-","13","22"
"Sep 2019","25","Lil Tecca","We Love You Tecca","2462.262","4","15","-","74","3","13"
